Movement_Date,GLN_Code,EAN_Code,Base_Unit_Code,Stock,Transit,Shipped,OOS
2/1/2021,4080398539419,4790685402052,9500188107,30779,0,384,0
2/1/2021,4080398539419,4790685402501,9500184411,17176,0,200,0
2/1/2021,4080398539419,4790685430544,9500750956,121270,18144,17923,0
2/1/2021,4080398539419,4790685483151,1011075037,7858,1179,783,0
2/1/2021,4080398539419,4790685483425,9500184418,3041,4420,80,0
2/1/2021,4080398539419,4790685483200,9500188110,2952,7872,120,216
2/1/2021,4080398539419,4790685552456,9500773538,4823,0,636,0
2/1/2021,4080398539419,4790685552500,9505073046,22019,0,740,0
2/1/2021,4080398539419,4790685525450,9500188106,5478,0,1152,0
2/1/2021,4080398539419,4790685525424,9500105764,2945,0,950,80
2/1/2021,4080398539419,4790685663501,9500167987,86,0,0,20
2/2/2021,4080398539419,4790685000310,9500188105,13769,648,840,0
2/2/2021,4080398539419,4790685000555,9500188108,12025,1728,2808,0
2/2/2021,4080398539419,4790685000884,9500959798,17327,13824,8232,0
2/2/2021,4080398539419,4790685001034,9500704337,2280,0,0,0
2/2/2021,4080398539419,4790685003515,9500704336,4032,3168,744,0
2/2/2021,4080398539419,4790685004561,9500739441,7089,0,504,0
2/2/2021,4080398539419,4790685004528,9500736916,1539,1728,117,0
2/2/2021,4080398539419,4790685004585,9500736917,2853,2502,63,27
2/2/2021,4080398539419,4790685004622,9500736917,540,324,45,0
2/2/2021,4080398539419,4790685006551,9500733337,1056,1608,240,288
2/2/2021,4080398539419,4790685006800,9500738679,65,0,0,0
2/2/2021,4080398539419,4790685002420,9500777987,6625,0,384,0
2/2/2021,4080398539419,4790685009313,9500753387,76663,6264,19017,0
2/2/2021,4080398539419,4790685010814,9500754147,1856,0,261,0
2/2/2021,4080398539419,4790685019550,9500306461,1586,270,162,27
2/2/2021,4080398539419,4790685053158,9500373716,13479,160,40,0
2/2/2021,4080398539419,4790685053135,9500373717,13880,0,20,0
2/2/2021,4080398539419,4790685053558,9500305897,11598,0,240,0
2/2/2021,4080398539419,4790685053654,9500373795,11860,1120,0,240
2/2/2021,4080398539419,4790685054163,9500318810,2754,1395,108,0
2/2/2021,4080398539419,4790685054484,9500395894,1012,0,144,0
2/2/2021,4080398539419,4790685054551,9500395895,0,2640,0,0
2/2/2021,4080398539419,4790685043992,9500765956,1574,270,162,45
2/2/2021,4080398539419,4790685500508,9500188046,6460,5184,4608,0
2/2/2021,4080398539419,4790685508050,9500184495,8100,2400,2940,0
2/2/2021,4080398539419,4790685551453,9500188950,13632,0,1008,0
2/2/2021,4080398539419,4790685402052,9500188107,30251,0,504,0
2/2/2021,4080398539419,4790685402501,9500184411,16996,0,180,0
2/2/2021,4080398539419,4790685430544,9500750956,89900,25272,31056,0
2/2/2021,4080398539419,4790685483151,1011075037,8497,1179,855,432
2/2/2021,4080398539419,4790685483425,9500184418,2820,4420,220,0
2/2/2021,4080398539419,4790685483200,9500188110,2640,7872,504,0
2/2/2021,4080398539419,4790685552456,9500773538,4775,0,480,0
2/2/2021,4080398539419,4790685552500,9505073046,21359,0,660,0
2/2/2021,4080398539419,4790685525450,9500188106,4686,2928,792,0
2/2/2021,4080398539419,4790685525424,9500105764,2925,2300,20,40
2/2/2021,4080398539419,4790685663501,9500167987,86,0,0,20
2/3/2021,4080398539419,4790685000310,9500188105,13097,648,312,0
2/3/2021,4080398539419,4790685000555,9500188108,11473,0,2136,0
2/3/2021,4080398539419,4790685000884,9500959798,19727,0,6168,0
2/3/2021,4080398539419,4790685001034,9500704337,2256,0,24,0
2/3/2021,4080398539419,4790685003515,9500704336,3744,1176,576,0
2/3/2021,4080398539419,4790685004561,9500739441,7017,0,81,0
2/3/2021,4080398539419,4790685004528,9500736916,1980,1188,72,0
2/3/2021,4080398539419,4790685004585,9500736917,2781,2502,36,81
2/3/2021,4080398539419,4790685004622,9500736917,531,324,9,0
2/3/2021,4080398539419,4790685006551,9500733337,672,1608,384,336
2/3/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/3/2021,4080398539419,4790685002420,9500777987,6275,0,312,0
2/3/2021,4080398539419,4790685009313,9500753387,66340,32184,10682,0
2/3/2021,4080398539419,4790685010814,9500754147,1667,270,180,0
2/3/2021,4080398539419,4790685019550,9500306461,1286,540,297,0
2/3/2021,4080398539419,4790685053158,9500373716,13439,480,40,0
2/3/2021,4080398539419,4790685053135,9500373717,13800,0,80,0
2/3/2021,4080398539419,4790685053558,9500305897,11278,0,220,0
2/3/2021,4080398539419,4790685053654,9500373795,11820,1120,20,220
2/3/2021,4080398539419,4790685054163,9500318810,2601,1395,117,0
2/3/2021,4080398539419,4790685054484,9500395894,940,432,0,0
2/3/2021,4080398539419,4790685054551,9500395895,0,2640,0,0
2/3/2021,4080398539419,4790685043992,9500765956,1439,270,135,135
2/3/2021,4080398539419,4790685500508,9500188046,11404,648,2712,0
2/3/2021,4080398539419,4790685508050,9500184495,8540,640,1780,0
2/3/2021,4080398539419,4790685551453,9500188950,12768,0,672,0
2/3/2021,4080398539419,4790685402052,9500188107,29627,0,384,0
2/3/2021,4080398539419,4790685402501,9500184411,16876,0,120,0
2/3/2021,4080398539419,4790685430544,9500750956,83180,49680,17328,0
2/3/2021,4080398539419,4790685483151,1011075037,8830,0,1026,0
2/3/2021,4080398539419,4790685483425,9500184418,2640,4420,80,0
2/3/2021,4080398539419,4790685483200,9500188110,2424,7872,216,0
2/3/2021,4080398539419,4790685552456,9500773538,4403,0,324,0
2/3/2021,4080398539419,4790685552500,9505073046,20759,0,480,0
2/3/2021,4080398539419,4790685525450,9500188106,4566,2928,144,0
2/3/2021,4080398539419,4790685525424,9500105764,2904,2300,20,100
2/3/2021,4080398539419,4790685663501,9500167987,46,0,0,20
2/4/2021,4080398539419,4790685000310,9500188105,12521,648,936,0
2/4/2021,4080398539419,4790685000555,9500188108,10633,0,960,0
2/4/2021,4080398539419,4790685000884,9500959798,17015,2160,2856,0
2/4/2021,4080398539419,4790685001034,9500704337,2160,0,96,0
2/4/2021,4080398539419,4790685003515,9500704336,3264,1392,600,0
2/4/2021,4080398539419,4790685004561,9500739441,6972,0,45,0
2/4/2021,4080398539419,4790685004528,9500736916,1782,1188,225,0
2/4/2021,4080398539419,4790685004585,9500736917,3546,4383,135,81
2/4/2021,4080398539419,4790685004622,9500736917,495,324,36,0
2/4/2021,4080398539419,4790685006551,9500733337,408,2016,264,360
2/4/2021,4080398539419,4790685006800,9500738679,65,0,0,0
2/4/2021,4080398539419,4790685002420,9500777987,6263,0,408,0
2/4/2021,4080398539419,4790685009313,9500753387,55179,37260,12339,0
2/4/2021,4080398539419,4790685010814,9500754147,1451,405,216,0
2/4/2021,4080398539419,4790685019550,9500306461,1079,810,216,0
2/4/2021,4080398539419,4790685053158,9500373716,13359,480,80,0
2/4/2021,4080398539419,4790685053135,9500373717,13720,0,80,0
2/4/2021,4080398539419,4790685053558,9500305897,11078,0,300,0
2/4/2021,4080398539419,4790685053654,9500373795,11820,1120,0,240
2/4/2021,4080398539419,4790685054163,9500318810,2493,1395,144,0
2/4/2021,4080398539419,4790685054484,9500395894,892,648,120,0
2/4/2021,4080398539419,4790685054551,9500395895,1464,2640,0,0
2/4/2021,4080398539419,4790685043992,9500765956,1268,270,171,126
2/4/2021,4080398539419,4790685500508,9500188046,10396,1296,1152,0
2/4/2021,4080398539419,4790685508050,9500184495,7760,960,1020,0
2/4/2021,4080398539419,4790685551453,9500188950,11616,0,1224,0
2/4/2021,4080398539419,4790685402052,9500188107,29147,0,720,0
2/4/2021,4080398539419,4790685402501,9500184411,16556,0,340,0
2/4/2021,4080398539419,4790685430544,9500750956,86564,61560,19920,0
2/4/2021,4080398539419,4790685483151,1011075037,7840,0,1026,0
2/4/2021,4080398539419,4790685483425,9500184418,2520,4420,220,0
2/4/2021,4080398539419,4790685483200,9500188110,2160,7872,264,0
2/4/2021,4080398539419,4790685552456,9500773538,4488,0,384,0
2/4/2021,4080398539419,4790685552500,9505073046,20242,0,940,0
2/4/2021,4080398539419,4790685525450,9500188106,5982,5112,96,0
2/4/2021,4080398539419,4790685525424,9500105764,4484,3420,20,40
2/4/2021,4080398539419,4790685663501,9500167987,86,0,0,0
2/5/2021,4080398539419,4790685000310,9500188105,11897,0,576,0
2/5/2021,4080398539419,4790685000555,9500188108,7273,0,3240,144
2/5/2021,4080398539419,4790685000884,9500959798,13367,0,3648,0
2/5/2021,4080398539419,4790685001034,9500704337,2088,0,72,0
2/5/2021,4080398539419,4790685003515,9500704336,2664,0,600,0
2/5/2021,4080398539419,4790685004561,9500739441,6900,0,72,0
2/5/2021,4080398539419,4790685004528,9500736916,1647,0,135,0
2/5/2021,4080398539419,4790685004585,9500736917,3285,0,252,0
2/5/2021,4080398539419,4790685004622,9500736917,468,0,27,0
2/5/2021,4080398539419,4790685006551,9500733337,1752,0,192,336
2/5/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/5/2021,4080398539419,4790685002420,9500777987,6286,0,407,0
2/5/2021,4080398539419,4790685009313,9500753387,57186,0,14535,153
2/5/2021,4080398539419,4790685010814,9500754147,1442,0,162,18
2/5/2021,4080398539419,4790685019550,9500306461,1097,0,216,0
2/5/2021,4080398539419,4790685053158,9500373716,13439,0,80,0
2/5/2021,4080398539419,4790685053135,9500373717,13660,0,60,0
2/5/2021,4080398539419,4790685053558,9500305897,10818,0,240,0
2/5/2021,4080398539419,4790685053654,9500373795,12880,0,60,80
2/5/2021,4080398539419,4790685054163,9500318810,3798,0,90,0
2/5/2021,4080398539419,4790685054484,9500395894,772,0,120,0
2/5/2021,4080398539419,4790685054551,9500395895,2592,0,0,0
2/5/2021,4080398539419,4790685043992,9500765956,1493,0,117,180
2/5/2021,4080398539419,4790685500508,9500188046,8476,0,1896,24
2/5/2021,4080398539419,4790685508050,9500184495,6440,0,1320,0
2/5/2021,4080398539419,4790685551453,9500188950,10824,0,792,0
2/5/2021,4080398539419,4790685402052,9500188107,28691,0,456,0
2/5/2021,4080398539419,4790685402501,9500184411,16376,0,180,0
2/5/2021,4080398539419,4790685430544,9500750956,74804,0,16536,48
2/5/2021,4080398539419,4790685483151,1011075037,7165,0,747,18
2/5/2021,4080398539419,4790685483425,9500184418,6840,0,100,0
2/5/2021,4080398539419,4790685483200,9500188110,9840,0,192,0
2/5/2021,4080398539419,4790685552456,9500773538,4153,0,324,0
2/5/2021,4080398539419,4790685552500,9505073046,19362,0,905,0
2/5/2021,4080398539419,4790685525450,9500188106,5886,0,96,0
2/5/2021,4080398539419,4790685525424,9500105764,4344,0,140,0
2/6/2021,4080398539419,4790685000310,9500188105,11729,0,792,0
2/6/2021,4080398539419,4790685000555,9500188108,4201,0,3072,0
2/6/2021,4080398539419,4790685000884,9500959798,9359,0,4008,0
2/6/2021,4080398539419,4790685001034,9500704337,2016,0,72,24
2/6/2021,4080398539419,4790685003515,9500704336,2976,0,864,0
2/6/2021,4080398539419,4790685004561,9500739441,6747,0,153,0
2/6/2021,4080398539419,4790685004528,9500736916,2673,0,162,0
2/6/2021,4080398539419,4790685004585,9500736917,4923,0,864,189
2/6/2021,4080398539419,4790685004622,9500736917,774,0,18,0
2/6/2021,4080398539419,4790685006551,9500733337,1464,0,696,0
2/6/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/6/2021,4080398539419,4790685002420,9500777987,5915,0,371,0
2/6/2021,4080398539419,4790685009313,9500753387,61335,0,10449,0
2/6/2021,4080398539419,4790685010814,9500754147,1145,0,297,0
2/6/2021,4080398539419,4790685019550,9500306461,1187,0,180,0
2/6/2021,4080398539419,4790685053158,9500373716,13419,0,20,0
2/6/2021,4080398539419,4790685053135,9500373717,13600,0,60,0
2/6/2021,4080398539419,4790685053558,9500305897,10478,0,340,0
2/6/2021,4080398539419,4790685053654,9500373795,12700,0,180,0
2/6/2021,4080398539419,4790685054163,9500318810,3681,0,117,0
2/6/2021,4080398539419,4790685054484,9500395894,772,0,0,0
2/6/2021,4080398539419,4790685054551,9500395895,3576,0,528,0
2/6/2021,4080398539419,4790685043992,9500765956,1511,0,252,0
2/6/2021,4080398539419,4790685500508,9500188046,6292,0,2184,0
2/6/2021,4080398539419,4790685508050,9500184495,4540,0,1900,0
2/6/2021,4080398539419,4790685551453,9500188950,10062,0,720,0
2/6/2021,4080398539419,4790685402052,9500188107,28043,0,648,0
2/6/2021,4080398539419,4790685402501,9500184411,16056,0,320,0
2/6/2021,4080398539419,4790685430544,9500750956,66956,0,15024,0
2/6/2021,4080398539419,4790685483151,1011075037,6499,0,666,0
2/6/2021,4080398539419,4790685483425,9500184418,6580,0,260,0
2/6/2021,4080398539419,4790685483200,9500188110,9264,0,576,24
2/6/2021,4080398539419,4790685552456,9500773538,3768,0,395,0
2/6/2021,4080398539419,4790685552500,9505073046,18520,0,840,0
2/6/2021,4080398539419,4790685525450,9500188106,8670,0,144,0
2/6/2021,4080398539419,4790685525424,9500105764,5284,0,1340,0
2/7/2021,4080398539419,4790685000310,9500188105,10985,648,720,0
2/7/2021,4080398539419,4790685000555,9500188108,3145,0,1080,1080
2/7/2021,4080398539419,4790685000884,9500959798,9791,2160,1296,216
2/7/2021,4080398539419,4790685001034,9500704337,2688,0,24,24
2/7/2021,4080398539419,4790685003515,9500704336,2304,4536,672,0
2/7/2021,4080398539419,4790685004561,9500739441,6486,0,261,0
2/7/2021,4080398539419,4790685004528,9500736916,2961,0,144,0
2/7/2021,4080398539419,4790685004585,9500736917,5607,1881,180,171
2/7/2021,4080398539419,4790685004622,9500736917,738,0,36,0
2/7/2021,4080398539419,4790685006551,9500733337,1032,408,624,0
2/7/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/7/2021,4080398539419,4790685002420,9500777987,5363,0,563,0
2/7/2021,4080398539419,4790685009313,9500753387,87291,19332,5067,0
2/7/2021,4080398539419,4790685010814,9500754147,1217,675,306,27
2/7/2021,4080398539419,4790685019550,9500306461,1223,540,234,0
2/7/2021,4080398539419,4790685053158,9500373716,13639,320,100,0
2/7/2021,4080398539419,4790685053135,9500373717,13460,0,140,0
2/7/2021,4080398539419,4790685053558,9500305897,10098,0,380,0
2/7/2021,4080398539419,4790685053654,9500373795,12500,0,200,0
2/7/2021,4080398539419,4790685054163,9500318810,4356,936,198,0
2/7/2021,4080398539419,4790685054484,9500395894,1156,216,48,0
2/7/2021,4080398539419,4790685054551,9500395895,3360,0,216,0
2/7/2021,4080398539419,4790685043992,9500765956,1169,270,396,0
2/7/2021,4080398539419,4790685500508,9500188046,2044,648,4944,168
2/7/2021,4080398539419,4790685508050,9500184495,3800,320,1380,0
2/7/2021,4080398539419,4790685551453,9500188950,10758,5352,1072,0
2/7/2021,4080398539419,4790685402052,9500188107,27203,4080,840,0
2/7/2021,4080398539419,4790685402501,9500184411,15736,3220,340,0
2/7/2021,4080398539419,4790685430544,9500750956,102788,23760,7944,0
2/7/2021,4080398539419,4790685483151,1011075037,4690,0,1845,0
2/7/2021,4080398539419,4790685483425,9500184418,8840,2960,160,0
2/7/2021,4080398539419,4790685483200,9500188110,12312,5256,408,96
2/7/2021,4080398539419,4790685552456,9500773538,3264,0,504,0
2/7/2021,4080398539419,4790685552500,9505073046,17460,0,1090,0
2/7/2021,4080398539419,4790685525450,9500188106,8286,2184,384,0
2/7/2021,4080398539419,4790685525424,9500105764,5604,1120,160,0
2/8/2021,4080398539419,4790685000310,9500188105,10385,1296,600,0
2/8/2021,4080398539419,4790685000555,9500188108,2929,1080,216,1104
2/8/2021,4080398539419,4790685000884,9500959798,11351,3456,600,0
2/8/2021,4080398539419,4790685001034,9500704337,2520,0,168,0
2/8/2021,4080398539419,4790685003515,9500704336,1872,4320,648,0
2/8/2021,4080398539419,4790685004561,9500739441,6198,0,270,0
2/8/2021,4080398539419,4790685004528,9500736916,2880,0,81,0
2/8/2021,4080398539419,4790685004585,9500736917,5229,1881,378,0
2/8/2021,4080398539419,4790685004622,9500736917,720,0,18,0
2/8/2021,4080398539419,4790685006551,9500733337,1032,2016,408,0
2/8/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/8/2021,4080398539419,4790685002420,9500777987,5003,0,360,0
2/8/2021,4080398539419,4790685009313,9500753387,76375,14256,16065,0
2/8/2021,4080398539419,4790685010814,9500754147,1058,810,306,0
2/8/2021,4080398539419,4790685019550,9500306461,1304,270,198,0
2/8/2021,4080398539419,4790685053158,9500373716,13479,320,160,0
2/8/2021,4080398539419,4790685053135,9500373717,13400,0,60,0
2/8/2021,4080398539419,4790685053558,9500305897,9978,0,120,0
2/8/2021,4080398539419,4790685053654,9500373795,12480,1120,20,0
2/8/2021,4080398539419,4790685054163,9500318810,3681,936,675,0
2/8/2021,4080398539419,4790685054484,9500395894,1348,0,24,0
2/8/2021,4080398539419,4790685054551,9500395895,3288,0,72,0
2/8/2021,4080398539419,4790685043992,9500765956,971,540,198,0
2/8/2021,4080398539419,4790685500508,9500188046,1564,1728,1128,1512
2/8/2021,4080398539419,4790685508050,9500184495,3280,0,840,0
2/8/2021,4080398539419,4790685551453,9500188950,9798,5352,960,0
2/8/2021,4080398539419,4790685402052,9500188107,26507,4080,672,0
2/8/2021,4080398539419,4790685402501,9500184411,15456,3220,280,0
2/8/2021,4080398539419,4790685430544,9500750956,99719,15768,19008,0
2/8/2021,4080398539419,4790685483151,1011075037,3556,0,1134,0
2/8/2021,4080398539419,4790685483425,9500184418,7640,2960,1180,0
2/8/2021,4080398539419,4790685483200,9500188110,10224,5256,2088,0
2/8/2021,4080398539419,4790685552456,9500773538,3072,648,192,0
2/8/2021,4080398539419,4790685552500,9505073046,16780,0,680,0
2/8/2021,4080398539419,4790685525450,9500188106,8190,2184,96,0
2/8/2021,4080398539419,4790685525424,9500105764,5484,1120,120,0
2/9/2021,4080398539419,4790685000310,9500188105,9929,1296,456,0
2/9/2021,4080398539419,4790685000555,9500188108,2592,2160,192,1176
2/9/2021,4080398539419,4790685000884,9500959798,10966,3456,384,0
2/9/2021,4080398539419,4790685001034,9500704337,2256,0,264,0
2/9/2021,4080398539419,4790685003515,9500704336,1440,4320,432,0
2/9/2021,4080398539419,4790685004561,9500739441,6135,0,63,0
2/9/2021,4080398539419,4790685004528,9500736916,2835,0,45,0
2/9/2021,4080398539419,4790685004585,9500736917,5544,0,1566,0
2/9/2021,4080398539419,4790685004622,9500736917,693,0,27,0
2/9/2021,4080398539419,4790685006551,9500733337,792,2328,240,0
2/9/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/9/2021,4080398539419,4790685002420,9500777987,4703,0,300,0
2/9/2021,4080398539419,4790685009313,9500753387,55879,19332,20493,0
2/9/2021,4080398539419,4790685010814,9500754147,941,810,117,72
2/9/2021,4080398539419,4790685019550,9500306461,1142,270,162,9
2/9/2021,4080398539419,4790685051896,9500774499,0,0,0,0
2/9/2021,4080398539419,4790685051919,9500776901,0,0,0,0
2/9/2021,4080398539419,4790685051956,9500776907,0,0,0,0
2/9/2021,4080398539419,4790685053158,9500373716,13419,480,60,0
2/9/2021,4080398539419,4790685053135,9500373717,13320,0,80,0
2/9/2021,4080398539419,4790685053558,9500305897,9898,0,80,0
2/9/2021,4080398539419,4790685053654,9500373795,12440,1120,40,0
2/9/2021,4080398539419,4790685054163,9500318810,2934,1152,738,0
2/9/2021,4080398539419,4790685054484,9500395894,1300,0,48,0
2/9/2021,4080398539419,4790685054551,9500395895,2376,0,912,0
2/9/2021,4080398539419,4790685043992,9500765956,907,540,63,9
2/9/2021,4080398539419,4790685500508,9500188046,1420,2376,144,48
2/9/2021,4080398539419,4790685508050,9500184495,3040,640,240,0
2/9/2021,4080398539419,4790685551453,9500188950,9336,5352,456,0
2/9/2021,4080398539419,4790685402052,9500188107,26387,4080,120,0
2/9/2021,4080398539419,4790685402501,9500184411,15416,3220,40,0
2/9/2021,4080398539419,4790685430544,9500750956,80711,8208,26568,0
2/9/2021,4080398539419,4790685483151,1011075037,3448,0,99,0
2/9/2021,4080398539419,4790685483425,9500184418,6180,320,1460,0
2/9/2021,4080398539419,4790685483200,9500188110,7728,5256,2496,0
2/9/2021,4080398539419,4790685552456,9500773538,2880,864,192,0
2/9/2021,4080398539419,4790685552500,9505073046,16560,0,220,0
2/9/2021,4080398539419,4790685525450,9500188106,8094,0,2280,0
2/9/2021,4080398539419,4790685525424,9500105764,4824,0,1780,0
2/9/2021,4080398539419,4790685610425,9500186469,0,0,0,0
2/9/2021,4080398539419,4790685668423,9500184414,0,0,0,0
2/10/2021,4080398539419,4790685000310,9500188105,9857,648,720,0
2/10/2021,4080398539419,4790685000555,9500188108,2376,2592,24,888
2/10/2021,4080398539419,4790685000884,9500959798,10607,3456,336,0
2/10/2021,4080398539419,4790685001034,9500704337,2256,0,72,0
2/10/2021,4080398539419,4790685003515,9500704336,2112,3288,360,0
2/10/2021,4080398539419,4790685004561,9500739441,5946,0,207,0
2/10/2021,4080398539419,4790685004528,9500736916,2727,0,108,0
2/10/2021,4080398539419,4790685004585,9500736917,3222,0,2754,0
2/10/2021,4080398539419,4790685004622,9500736917,675,0,18,0
2/10/2021,4080398539419,4790685006551,9500733337,504,2328,288,0
2/10/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/10/2021,4080398539419,4790685002420,9500777987,4343,0,360,0
2/10/2021,4080398539419,4790685009313,9500753387,51139,25056,15938,0
2/10/2021,4080398539419,4790685010814,9500754147,1391,540,144,54
2/10/2021,4080398539419,4790685019550,9500306461,1340,270,99,0
2/10/2021,4080398539419,4790685051896,9500774499,0,0,0,0
2/10/2021,4080398539419,4790685051919,9500776901,0,0,0,0
2/10/2021,4080398539419,4790685051956,9500776907,0,0,0,0
2/10/2021,4080398539419,4790685053158,9500373716,13739,160,0,0
2/10/2021,4080398539419,4790685053135,9500373717,13280,0,40,0
2/10/2021,4080398539419,4790685053558,9500305897,9758,0,140,0
2/10/2021,4080398539419,4790685053654,9500373795,12440,1120,0,0
2/10/2021,4080398539419,4790685054163,9500318810,3618,270,369,0
2/10/2021,4080398539419,4790685054484,9500395894,1252,0,24,0
2/10/2021,4080398539419,4790685054551,9500395895,1464,0,912,0
2/10/2021,4080398539419,4790685043992,9500765956,1115,405,126,36
2/10/2021,4080398539419,4790685500508,9500188046,1084,2376,288,72
2/10/2021,4080398539419,4790685508050,9500184495,1960,1120,160,0
2/10/2021,4080398539419,4790685551453,9500188950,8976,5352,404,0
2/10/2021,4080398539419,4790685402052,9500188107,25859,4080,528,0
2/10/2021,4080398539419,4790685402501,9500184411,15276,3220,140,0
2/10/2021,4080398539419,4790685430544,9500750956,73895,16416,12141,0
2/10/2021,4080398539419,4790685483151,1011075037,3466,0,45,0
2/10/2021,4080398539419,4790685483425,9500184418,8700,1440,900,0
2/10/2021,4080398539419,4790685483200,9500188110,13176,0,1536,0
2/10/2021,4080398539419,4790685552456,9500773538,2520,1080,360,0
2/10/2021,4080398539419,4790685552500,9505073046,16080,0,660,0
2/10/2021,4080398539419,4790685525450,9500188106,3798,216,4296,0
2/10/2021,4080398539419,4790685525424,9500105764,1764,160,3540,0
2/10/2021,4080398539419,4790685610425,9500186469,0,0,0,0
2/10/2021,4080398539419,4790685668423,9500184414,0,0,0,0
2/11/2021,4080398539419,4790685000310,9500188105,8801,648,1056,0
2/11/2021,4080398539419,4790685000555,9500188108,2304,2592,24,1272
2/11/2021,4080398539419,4790685000884,9500959798,9455,3456,1175,0
2/11/2021,4080398539419,4790685001034,9500704337,2136,0,120,0
2/11/2021,4080398539419,4790685003515,9500704336,1776,3288,336,120
2/11/2021,4080398539419,4790685004561,9500739441,5667,0,279,0
2/11/2021,4080398539419,4790685004528,9500736916,2601,0,126,0
2/11/2021,4080398539419,4790685004585,9500736917,1953,1512,1269,0
2/11/2021,4080398539419,4790685004622,9500736917,639,0,36,0
2/11/2021,4080398539419,4790685006551,9500733337,504,2640,0,456
2/11/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/11/2021,4080398539419,4790685002420,9500777987,4031,0,312,0
2/11/2021,4080398539419,4790685009313,9500753387,57637,15228,13299,0
2/11/2021,4080398539419,4790685010814,9500754147,1193,810,198,45
2/11/2021,4080398539419,4790685019550,9500306461,1214,405,126,18
2/11/2021,4080398539419,4790685051896,9500774499,0,0,0,0
2/11/2021,4080398539419,4790685051919,9500776901,0,0,0,0
2/11/2021,4080398539419,4790685051956,9500776907,0,0,0,0
2/11/2021,4080398539419,4790685053158,9500373716,13779,160,40,0
2/11/2021,4080398539419,4790685053135,9500373717,13240,0,40,0
2/11/2021,4080398539419,4790685053558,9500305897,9478,0,280,0
2/11/2021,4080398539419,4790685053654,9500373795,12700,1120,40,0
2/11/2021,4080398539419,4790685054163,9500318810,3348,270,270,0
2/11/2021,4080398539419,4790685054484,9500395894,1132,0,144,0
2/11/2021,4080398539419,4790685054551,9500395895,1008,0,456,0
2/11/2021,4080398539419,4790685043992,9500765956,935,540,188,0
2/11/2021,4080398539419,4790685500508,9500188046,868,2376,240,72
2/11/2021,4080398539419,4790685508050,9500184495,1920,1600,40,220
2/11/2021,4080398539419,4790685551453,9500188950,8064,5352,912,0
2/11/2021,4080398539419,4790685402052,9500188107,25067,4080,816,0
2/11/2021,4080398539419,4790685402501,9500184411,15056,0,220,0
2/11/2021,4080398539419,4790685430544,9500750956,73798,31968,10512,0
2/11/2021,4080398539419,4790685483151,1011075037,3367,0,108,0
2/11/2021,4080398539419,4790685483425,9500184418,8280,1440,420,0
2/11/2021,4080398539419,4790685483200,9500188110,12528,0,648,0
2/11/2021,4080398539419,4790685552456,9500773538,2136,1080,384,0
2/11/2021,4080398539419,4790685552500,9505073046,15360,0,700,0
2/11/2021,4080398539419,4790685525450,9500188106,2478,1728,1272,0
2/11/2021,4080398539419,4790685525424,9500105764,424,3160,1320,0
2/11/2021,4080398539419,4790685610425,9500186469,0,0,0,0
2/11/2021,4080398539419,4790685668423,9500184414,0,0,0,0
2/12/2021,4080398539419,4790685000310,9500188105,8633,0,816,0
2/12/2021,4080398539419,4790685000555,9500188108,3072,0,312,1152
2/12/2021,4080398539419,4790685000884,9500959798,12384,0,2256,0
2/12/2021,4080398539419,4790685001034,9500704337,1728,0,408,0
2/12/2021,4080398539419,4790685003515,9500704336,5592,0,312,96
2/12/2021,4080398539419,4790685004561,9500739441,5442,0,225,0
2/12/2021,4080398539419,4790685004528,9500736916,2340,0,261,0
2/12/2021,4080398539419,4790685004585,9500736917,1575,0,387,0
2/12/2021,4080398539419,4790685004622,9500736917,594,0,45,0
2/12/2021,4080398539419,4790685006551,9500733337,2496,0,168,264
2/12/2021,4080398539419,4790685006800,9500738679,20,0,0,0
2/12/2021,4080398539419,4790685002420,9500777987,3959,0,504,0
2/12/2021,4080398539419,4790685009313,9500753387,50383,0,17739,0
2/12/2021,4080398539419,4790685010814,9500754147,1643,0,99,90
2/12/2021,4080398539419,4790685019550,9500306461,1439,0,99,36
2/12/2021,4080398539419,4790685053158,9500373716,13779,0,0,0
2/12/2021,4080398539419,4790685053135,9500373717,13180,0,60,0
2/12/2021,4080398539419,4790685053558,9500305897,9278,0,200,0
2/12/2021,4080398539419,4790685053654,9500373795,13800,0,20,0
2/12/2021,4080398539419,4790685054163,9500318810,2763,0,585,0
2/12/2021,4080398539419,4790685054484,9500395894,964,0,168,0
2/12/2021,4080398539419,4790685054551,9500395895,720,0,288,0
2/12/2021,4080398539419,4790685043992,9500765956,1241,0,81,54
2/12/2021,4080398539419,4790685500508,9500188046,3436,0,24,768
2/12/2021,4080398539419,4790685508050,9500184495,1900,0,20,360
2/12/2021,4080398539419,4790685551453,9500188950,12936,0,480,0
2/12/2021,4080398539419,4790685402052,9500188107,28163,0,984,0
2/12/2021,4080398539419,4790685402501,9500184411,17896,0,400,0
2/12/2021,4080398539419,4790685430544,9500750956,72117,0,15312,0
